TRACTID
82016
616000
611900
103207
103210
116612
611800
108502
610000
610100
610800
612400
104802
104900
116603
615100
104227
104221
116725
105002
107900
116609
108000
103214
116721
116727
116728
116608
116610
618300
116605
116606
117100
103206
613000
103205
611300
611600
103208
612200
612000
103209
103211
116729
319704
103215
105101
103212
105300
108100
110001
116732
618400
612500
614600
106400
111800
614800
116203
110802
116611
116613
92720
103303
103400
618900
611700
612600
612700
612800
613300
61011
61013
104301
106501
611400
614200
614300
614400
618600
611500
612900
104226
619500
108400
108302
616500
619600
619700
618000
618700
116604
116730
116733
616300
610600
82203
92402
116731
111900
107602
612300
617100
616400
116300
614500
616200
619800
619900
616600
616700
616800
105400
106100
106200
106702
614900
105102
82204
82012
82206
82207
105800
116714
217300
116713
110600
103502
103604
103219
116708
116709
617000
615000
103501
615200
616100
106300
103605
103606
617200
92719
116715
116717
116718
616900
116710
116711
116712
618500
619000
103607
104202
104207
103220
103701
103702
618100
618200
92309
92308
112511
109603
116719
116720
112510
617300
104402
113400
116202
116703
107800
116704
104204
104205
107500
107700
111100
106701
106703
106600
108200
103611
82008
82009
104218
104224
111000
103612
103614
105701
104000
103900
104206
104212
104214
104217
116707
108301
108501
112514
113802
103216
103217
103302
82017
82205
104100
104225
104219
104801
104203
82002
103608
113502
109002
111402
113202
113203
111602
109704
111700
115801
107102
110002
109703
109400
112602
115600
116100
106003
104401
104502
111204
111300
619100
93001
117300
111203
116607
104501
82010
115400
112201
110502
319703
112202
93104
103305
105200
93002
112301
112402
104600
83000
320100
112900
113000
614700
116204
116205
107101
103306
112505
103304
109900
110902
104302
110801
112509
113801
110501
116800
116900
109003
109102
108901
111501
109702
109801
109705
112302
114301
116602
109101
619300
619400
618800
109001
106001
82018
108601
108602
106801
117200
107601
114401
114402
114500
114600
114703
108802
82028
110901
113501
117000
111502
111601
116400
105502
105900
105601
107201
105501
105702
114800
114900
111201
111202
110400
110701
110100
112503
108902
109300
107000
107300
109500
109601
110702
112502
109602
104701
104702
112507
112508
112601
109701
115200
115300
112700
113300
115500
115900
116000
116702
106802
107400
106502
113601
82007
112512
112513
106002
113602
113700
109604
116500
112401
109802
113900
114000
114100
114200
103615
103609
619200
114302
105503
109200
106900
112504
93101
115700
113100
107202
112100
105602
115802
113201
111401
